,TIPO,SERVICIO,ESTRATO,TOTAL_PERSONAS,SEXO,EDAD,PARENTESCO,PADRE,MADRE,D_01,D_02,D_03,D_04,D_05,D_06,D_07,D_08,D_09,D_10,D_11_A,D_11_B,D_11_C,D_11_D,D_11_E,D_11_F,D_11_G,D_11_H,D_11_I,D_11_J,D_11_K,D_11_L,D_11_M,D_11_N,D_12_A,D_12_A_A,D_12_B,D_12_B_A,D_12_C,D_12_C_A,D2_01,D2_03,D2_04,D2_05,D2_05_A,D2_06,D2_07,G_01,G_02,G_06_A,G_06_B,G_06_C,G_06_D,G_06_E,G_06_F,G_06_G,G_06_H,G_06_I,G_06_J,G_06_K,G_06_L,G_06_M,G_06_N,COD_REGION
22908,1,1,1.0,3,2.0,43.0,2.0,2.0,2.0,1.0,1.0,12.0,2.0,40.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,7.0,705.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
22909,1,1,1.0,3,2.0,40.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,5.0,2.0,4.0,3.0,305.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22910,2,1,1.0,2,2.0,35.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,0.0,6.0,602.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
22911,3,1,2.0,1,1.0,19.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,55.0,1.0,3.0,5.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,5.0,511.0,1.0,1.0,2.0,1.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
22912,1,1,2.0,13,1.0,57.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,48.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,1.0,2.0,6.0,4.0,408.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0
22913,3,1,1.0,4,1.0,43.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,48.0,2.0,9.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,5.0,2.0,3.0,3.0,305.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,3
22914,2,1,1.0,1,1.0,30.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,5.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,7.0,702.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22915,1,1,2.0,3,1.0,24.0,1.0,2.0,2.0,1.0,8.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,9.0,2.0,1.0,4.0,406.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22916,1,1,1.0,4,2.0,25.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,2.0,5.0,510.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
22917,1,1,1.0,4,1.0,26.0,2.0,2.0,2.0,1.0,1.0,12.0,1.0,48.0,1.0,3.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,0.0,4.0,408.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,9.0,9.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,4
22918,1,1,2.0,5,1.0,60.0,1.0,3.0,3.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,5.0,4.0,6.0,602.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4
22919,1,1,1.0,5,1.0,26.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,6.0,601.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22920,1,1,1.0,3,1.0,26.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,9.0,5.0,2.0,1.0,5.0,511.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
22921,1,1,1.0,4,2.0,33.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,4.0,2.0,9.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,9.0,2.0,2.0,4.0,406.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22922,2,1,1.0,1,1.0,40.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,48.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,2.0,1.0,4.0,400.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22923,2,1,4.0,2,1.0,26.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,7.0,705.0,1.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22924,1,1,1.0,6,2.0,31.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,5.0,6.0,2.0,3.0,305.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
22925,1,1,3.0,5,1.0,16.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,5.0,511.0,5.0,5.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
22926,1,1,2.0,3,1.0,33.0,2.0,2.0,2.0,1.0,1.0,12.0,4.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,1.0,7.0,705.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22927,1,1,1.0,5,2.0,30.0,3.0,3.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,5.0,513.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
22928,1,1,2.0,4,2.0,32.0,3.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,2.0,5.0,510.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,3
22929,1,1,1.0,2,1.0,42.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,48.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,5.0,3.0,3.0,5.0,511.0,1.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22930,1,1,1.0,6,1.0,16.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,5.0,511.0,5.0,5.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22931,1,1,2.0,5,2.0,26.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,9.0,5.0,2.0,3.0,4.0,409.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
22932,1,1,2.0,4,2.0,36.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,4.0,408.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5
22933,1,1,1.0,5,2.0,15.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,4.0,408.0,5.0,5.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22934,1,1,3.0,2,2.0,65.0,1.0,3.0,3.0,1.0,1.0,11.0,4.0,8.0,1.0,1.0,5.0,2.0,9.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,1.0,7.0,705.0,1.0,2.0,2.0,2.0,1.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
22935,1,1,1.0,2,2.0,30.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,68.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,0.0,4.0,406.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22936,2,1,1.0,5,2.0,62.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,6.0,602.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22937,2,1,1.0,4,2.0,30.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,1.0,3.0,2.0,3.0,301.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22938,1,1,1.0,2,2.0,51.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,9.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,0.0,3.0,303.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
22939,1,1,1.0,6,2.0,24.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,511.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,2
22940,2,1,2.0,7,2.0,34.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,48.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,4.0,7.0,705.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
22941,1,1,1.0,4,2.0,22.0,3.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,2.0,9.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,5.0,511.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,9.0,3.0,9.0,9.0,9.0,5
22942,1,1,1.0,8,2.0,20.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,9.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,5.0,6.0,1.0,3.0,305.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
22943,1,1,1.0,3,2.0,39.0,3.0,3.0,1.0,1.0,1.0,12.0,2.0,35.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,8.0,802.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22944,1,1,3.0,4,2.0,32.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,70.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,1.0,6.0,0.0,7.0,705.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
22945,1,1,2.0,3,1.0,22.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,5.0,511.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
22946,1,1,1.0,3,1.0,59.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,40.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,5.0,6.0,10.0,6.0,602.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5
22947,1,1,1.0,4,1.0,27.0,3.0,1.0,1.0,1.0,1.0,11.0,2.0,54.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,6.0,601.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22948,1,1,1.0,5,1.0,14.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,0.0,4.0,407.0,5.0,5.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22949,1,1,1.0,4,2.0,40.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,3.0,5.0,511.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,3
22950,1,1,2.0,4,2.0,28.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,1.0,3.0,5.0,511.0,1.0,2.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22951,1,1,2.0,5,1.0,47.0,3.0,3.0,1.0,1.0,1.0,12.0,4.0,40.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,3.0,3.0,305.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
22952,2,1,1.0,4,2.0,29.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,1.0,2.0,6.0,603.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,9.0,9.0,9.0,5
22953,1,1,2.0,1,1.0,41.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,48.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,11.0,3.0,305.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
22954,1,1,2.0,3,2.0,40.0,2.0,2.0,2.0,1.0,1.0,12.0,1.0,48.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,9.0,2.0,1.0,7.0,705.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,9.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,3
22955,1,1,4.0,5,2.0,45.0,2.0,2.0,2.0,1.0,1.0,12.0,4.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,3.0,7.0,705.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22956,1,1,2.0,4,1.0,34.0,2.0,2.0,2.0,1.0,1.0,6.0,4.0,105.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,1.0,5.0,511.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0
22957,1,1,1.0,7,2.0,45.0,2.0,3.0,2.0,1.0,1.0,12.0,1.0,24.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,1.0,2.0,4.0,5.0,511.0,1.0,2.0,1.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22958,2,1,1.0,2,1.0,29.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,56.0,1.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,9.0,2.0,9.0,2.0,9.0,1.0,6.0,1.0,5.0,511.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22959,2,1,2.0,2,1.0,39.0,2.0,2.0,2.0,1.0,1.0,11.0,1.0,48.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,5.0,2.0,0.0,5.0,511.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22960,2,1,1.0,1,1.0,24.0,1.0,2.0,2.0,1.0,1.0,11.0,4.0,40.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,9.0,9.0,6.0,0.0,8.0,801.0,1.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22961,1,1,1.0,2,2.0,38.0,1.0,3.0,2.0,1.0,1.0,6.0,4.0,48.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,1.0,5.0,1.0,5.0,511.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
22962,1,1,1.0,6,1.0,13.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,5.0,6.0,0.0,3.0,303.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5
