,TIPO,SERVICIO,ESTRATO,TOTAL_PERSONAS,SEXO,EDAD,PARENTESCO,PADRE,MADRE,D_01,D_02,D_03,D_04,D_05,D_06,D_07,D_08,D_09,D_10,D_11_A,D_11_B,D_11_C,D_11_D,D_11_E,D_11_F,D_11_G,D_11_H,D_11_I,D_11_J,D_11_K,D_11_L,D_11_M,D_11_N,D_12_A,D_12_A_A,D_12_B,D_12_B_A,D_12_C,D_12_C_A,D2_01,D2_03,D2_04,D2_05,D2_05_A,D2_06,D2_07,G_01,G_02,G_06_A,G_06_B,G_06_C,G_06_D,G_06_E,G_06_F,G_06_G,G_06_H,G_06_I,G_06_J,G_06_K,G_06_L,G_06_M,G_06_N,COD_REGION
22963,2,1,5.0,1,1.0,49.0,1.0,3.0,3.0,1.0,1.0,12.0,1.0,18.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,8.0,803.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
22964,1,1,1.0,3,2.0,26.0,2.0,2.0,2.0,1.0,1.0,12.0,1.0,30.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,1.0,2.0,1.0,5.0,510.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22965,1,1,3.0,4,2.0,19.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,5.0,511.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
22966,1,1,1.0,1,1.0,21.0,1.0,3.0,2.0,1.0,1.0,7.0,1.0,56.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,2.0,9.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,5.0,513.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22967,1,1,1.0,1,2.0,56.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,9.0,4.0,2.0,3.0,304.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4
22968,1,1,1.0,3,2.0,43.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,9.0,9.0,2.0,7.0,3.0,301.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22969,1,1,1.0,3,2.0,56.0,1.0,3.0,3.0,1.0,1.0,12.0,3.0,40.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,3.0,3.0,302.0,1.0,2.0,1.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
22970,2,1,1.0,3,1.0,44.0,1.0,3.0,2.0,1.0,1.0,6.0,4.0,72.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,1.0,2.0,2.0,5.0,511.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,5
22971,1,1,2.0,3,2.0,35.0,1.0,2.0,2.0,1.0,1.0,12.0,2.0,42.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,3.0,6.0,602.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4
22972,1,1,1.0,4,2.0,25.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,5.0,6.0,1.0,6.0,602.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5
22973,2,1,1.0,1,1.0,54.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,48.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,5.0,3.0,6.0,602.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,9.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2
22974,1,1,2.0,3,2.0,18.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,66.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,9.0,2.0,1.0,4.0,409.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22975,2,1,1.0,6,1.0,14.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,4.0,407.0,5.0,5.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
22976,1,1,2.0,2,2.0,40.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,54.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,2.0,1.0,6.0,602.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2
22977,1,1,3.0,5,2.0,15.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,9.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,4.0,408.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,3
22978,1,1,3.0,3,2.0,47.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,3.0,3.0,7.0,710.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
22979,1,1,1.0,2,2.0,46.0,1.0,2.0,2.0,1.0,1.0,12.0,2.0,24.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,1.0,2.0,1.0,4.0,408.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4
22980,1,1,1.0,2,1.0,12.0,5.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,4.0,400.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
22981,2,1,1.0,2,1.0,18.0,3.0,2.0,1.0,1.0,1.0,6.0,4.0,48.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,5.0,512.0,1.0,1.0,2.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22982,1,1,1.0,6,2.0,32.0,2.0,2.0,2.0,1.0,1.0,12.0,1.0,40.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,400.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22983,1,1,3.0,5,1.0,13.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,3.0,304.0,5.0,5.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1
22984,1,1,1.0,4,2.0,21.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,9.0,1.0,2.0,1.0,5.0,511.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
22985,2,1,3.0,4,2.0,14.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,4.0,408.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,9.0,9.0,9.0,1
22986,1,1,1.0,2,2.0,23.0,2.0,2.0,3.0,1.0,1.0,12.0,4.0,60.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,9.0,2.0,0.0,7.0,706.0,1.0,2.0,1.0,2.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,2
22987,1,1,2.0,5,2.0,62.0,1.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,6.0,604.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,1.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,0
22988,2,1,2.0,3,2.0,23.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,9.0,9.0,2.0,1.0,5.0,511.0,1.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
22989,1,1,1.0,2,1.0,31.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,5.0,6.0,1.0,5.0,511.0,1.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
22990,1,1,3.0,5,2.0,62.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,9.0,6.0,0.0,7.0,705.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,5
22991,1,1,2.0,5,2.0,38.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,3.0,5.0,511.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,0
22992,2,1,1.0,5,1.0,15.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,2.0,9.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,3.0,303.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
22993,2,1,1.0,4,2.0,16.0,5.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,5.0,510.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
22994,1,1,1.0,5,1.0,20.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,7.0,701.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,9.0,1.0,9.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,5
22995,1,1,1.0,4,2.0,17.0,5.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,4.0,408.0,5.0,5.0,1.0,2.0,1.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
22996,1,1,1.0,10,1.0,40.0,2.0,2.0,2.0,1.0,1.0,12.0,4.0,80.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,5.0,2.0,8.0,3.0,303.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
22997,1,1,2.0,3,2.0,64.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,2.0,3.0,3.0,305.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
22998,2,1,1.0,2,2.0,61.0,2.0,2.0,2.0,1.0,1.0,12.0,4.0,60.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,3.0,305.0,1.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5
22999,1,1,1.0,1,1.0,40.0,1.0,2.0,2.0,1.0,1.0,11.0,2.0,40.0,1.0,1.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,8.0,807.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4
23000,1,1,2.0,5,2.0,24.0,2.0,2.0,1.0,1.0,1.0,7.0,3.0,40.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,1.0,1.0,5.0,511.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
23001,1,1,1.0,3,1.0,19.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,6.0,0.0,5.0,511.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4
23002,2,1,1.0,1,2.0,58.0,1.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,1.0,2.0,1.0,1.0,100.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
23003,1,1,3.0,7,1.0,51.0,3.0,1.0,3.0,1.0,1.0,12.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,6.0,603.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5
23004,1,1,3.0,1,1.0,65.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,55.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,6.0,2.0,3.0,305.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3
23005,2,1,3.0,3,2.0,57.0,2.0,2.0,2.0,1.0,1.0,11.0,1.0,48.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,2.0,6.0,602.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1
23006,2,1,3.0,3,2.0,26.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,54.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,1.0,7.0,705.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1
23007,2,1,1.0,5,1.0,43.0,1.0,2.0,2.0,1.0,1.0,11.0,1.0,20.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0,5.0,3.0,4.0,7.0,705.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5
23008,1,1,2.0,4,2.0,17.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,6.0,0.0,4.0,409.0,5.0,5.0,2.0,1.0,1.0,2.0,9.0,9.0,1.0,2.0,9.0,1.0,9.0,2.0,9.0,9.0,9.0,9.0,0
23009,2,1,1.0,4,2.0,50.0,1.0,3.0,3.0,1.0,1.0,6.0,4.0,48.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,9.0,6.0,5.0,3.0,305.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,9.0,9.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,5
23010,2,1,3.0,6,2.0,30.0,3.0,1.0,1.0,1.0,1.0,7.0,4.0,24.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,7.0,705.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1
23011,1,1,3.0,4,2.0,44.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,2.0,9.0,1.0,6.0,1.0,7.0,705.0,1.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,0
23012,2,1,1.0,5,2.0,14.0,5.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,4.0,407.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,9.0,9.0,9.0,0
23013,1,1,2.0,6,2.0,49.0,7.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,0.0,1.0,100.0,1.0,2.0,1.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
23014,2,1,3.0,3,1.0,30.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,2.0,9.0,9.0,2.0,3.0,4.0,406.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
23015,1,1,2.0,3,1.0,32.0,3.0,1.0,1.0,1.0,1.0,6.0,4.0,48.0,2.0,9.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,9.0,2.0,9.0,1.0,6.0,0.0,5.0,511.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0
23016,1,1,3.0,3,1.0,45.0,1.0,2.0,2.0,1.0,1.0,12.0,4.0,48.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,4.0,406.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2
23017,1,1,1.0,3,1.0,49.0,2.0,3.0,2.0,1.0,1.0,6.0,4.0,48.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,304.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
